ID	TISSUE	MIN	MAX	VAR	ISPHOS	CLUSTER	LFC_0-1	LFC_1-2	LFC_2-3	LFC_3-4	LFCDIFF	UNIPROTID	NAME	SOURCETISSUE
AT1G49300.2	SQ	-0.0035921910916880003	0.44726345556478225	0.057107613285729754	0	1	0.032195049589477776	-0.0035921910916880003	0.4055005698075925	0.44726345556478225	0.45085564665647027	Q9XI98	Ras-related protein RABG3e	SQ
ATCG00420.1	SQ	0.17628612990810744	0.6391686955277236	0.03580223134275506	0	5	0.4143527476893648	0.39177744825859245	0.6391686955277236	0.17628612990810744	0.46288256561961616	P56754	NAD(P)H-quinone oxidoreductase subunit J, chloroplastic	SQ
AT5G56150.1	SQ	-0.10115283619383703	0.4515922163311907	0.058322012655835254	0	1	-0.10115283619383703	0.33122155703021594	0.3164996723908842	0.4515922163311907	0.5527450525250277	Q9FKT3	Ubiquitin-conjugating enzyme E2 30	SQ
AT3G16640.1	SQ	-0.08918168675004193	0.2611582917153605	0.026088042989631646	0	1	0.21514185630455768	0.04129248914112138	0.2611582917153605	-0.08918168675004193	0.35033997846540244	P31265	Translationally-controlled tumor protein 1	SQ
AT4G16680.1	SQ	-0.2803913099366598	0.2938409162092221	0.07427760419706224	0	1	-0.2803913099366598	0.2201097717142212	-0.11400118658658964	0.2938409162092221	0.5742322261458819	F4JMJ3	Probable pre-mRNA-splicing factor ATP-dependent RNA helicase DEAH8	SQ
AT1G62800.2	SQ	0.12759294168688518	0.660255130435643	0.050428800530744396	0	5	0.12759294168688518	0.2829256932891309	0.660255130435643	0.39706007897987516	0.5326621887487578	P46646	Aspartate aminotransferase, cytoplasmic isozyme 2	SQ
AT1G79870.1	SQ	-0.050676645440946765	0.3393059919914217	0.03664036816552771	0	1	-0.050676645440946765	-0.03498737704470081	0.3393059919914217	0.21336274105846773	0.38998263743236844	Q9CA90	Glyoxylate/hydroxypyruvate reductase A HPR2	SQ
AT2G33220.1	SQ	-0.8124379041242129	0.4872388789565762	0.3361139468086856	0	4	0.4872388789565762	-0.16166200152209764	-0.8124379041242129	0.3049907589390929	1.2996767830807892	O49313	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 13-B	SQ
AT1G09630.1	SQ	-0.14693959339271476	0.42892328869396923	0.062206881978319216	0	1	0.02946172148908318	-0.14693959339271476	0.23301250951546487	0.42892328869396923	0.575862882086684	O04486	Ras-related protein RABA2a	SQ
AT3G25530.1	SQ	-0.2220458793388441	0.6024792006393793	0.12351038576412025	0	3	-0.005794900361447293	-0.2220458793388441	0.20650190113875752	0.6024792006393793	0.8245250799782234	Q9LSV0	Glyoxylate/succinic semialdehyde reductase 1	SQ
AT2G35635.1	SQ	0.07085636902631057	0.24285178992192166	0.005444197942081346	0	1	0.1831673135294266	0.24285178992192166	0.20356880982214637	0.07085636902631057	0.1719954208956111	Q8RUC6	Ubiquitin-NEDD8-like protein RUB2	SQ
AT3G63410.1	SQ	-0.01778404711653497	0.24569279392068094	0.016327109842522284	0	1	0.22367805682904826	0.05927751987357687	0.24569279392068094	-0.01778404711653497	0.2634768410372159	Q9LY74	2-methyl-6-phytyl-1,4-hydroquinone methyltransferase, chloroplastic	SQ
AT1G80050.1	SQ	0.027502161691365604	0.6701143790909239	0.07438227408554464	0	3	0.2122812681717064	0.027502161691365604	0.22806473510743447	0.6701143790909239	0.6426122173995582	Q42563	Adenine phosphoribosyltransferase 2	SQ
ATCG01250.1	SQ	-0.05702315560175928	0.8336882854568382	0.13373504981634912	0	5	0.4330100779364406	-0.05702315560175928	0.8336882854568382	0.46845281101293884	0.8907114410585975	P0CC32	NAD(P)H-quinone oxidoreductase subunit 2 A, chloroplastic	SQ
AT3G21850.1	SQ	0.1089472375026625	0.726492549482038	0.0674085404447335	0	3	0.1089472375026625	0.32294730725111515	0.3000544919441276	0.726492549482038	0.6175453119793755	Q9LSX9	SKP1-like protein 9	SQ
AT1G76080.1	SQ	0.0716869196474541	0.33645453508938017	0.012411085331451355	0	1	0.2611871135532771	0.219956424729824	0.33645453508938017	0.0716869196474541	0.26476761544192606	Q9SGS4	Thioredoxin-like protein CDSP32, chloroplastic	SQ
AT1G15310.1	SQ	-0.6856943441581338	0.5416792879005021	0.30232704114929954	0	3	-0.6856943441581338	0.40652653645499853	0.12571155951739454	0.5416792879005021	1.227373632058636	P37106	Signal recognition particle 54 kDa protein 1	SQ
AT4G24040.1	SQ	0.11929115670908369	0.44855296094354247	0.02432033932910201	0	1	0.14929954234122877	0.11929115670908369	0.3333679245516335	0.44855296094354247	0.3292618042344588	Q9SU50	Trehalase	SQ
AT1G47240.1	SQ	-0.325281428768944	0.3834100247485256	0.09119832268468266	0	1	0.05635213108851605	-0.325281428768944	0.3834100247485256	0.20933953505314776	0.7086914535174695	Q9C6B2	Metal transporter Nramp2	SQ
AT5G63910.1	SQ	-0.08153619921900666	0.2971974709004228	0.029987011018717067	0	1	0.04246710445597313	-0.08153619921900666	0.2293056078387577	0.2971974709004228	0.3787336701194295	P57681	Farnesylcysteine lyase	SQ
AT5G08710.1	SQ	-0.4700559696381275	0.4077844173537748	0.14484886112984954	0	4	0.08120914272503041	0.23963764526592626	-0.4700559696381275	0.4077844173537748	0.8778403869919023	Q8GWF2	Putative UVB-resistance protein UVR8	SQ
AT4G02620.1	SQ	-0.15911041540672088	0.6952144908976284	0.12923649611676327	0	3	0.08503106488531854	-0.15911041540672088	0.2313445094256033	0.6952144908976284	0.8543249063043493	Q9ZQX4	V-type proton ATPase subunit F	SQ
AT4G34450.1	SQ	0.13312020785667875	0.2706996537841701	0.003578291096342055	1	1	0.2087312513658467	0.2706996537841701	0.16352576468979246	0.13312020785667875	0.13757944592749136	Q0WW26	Coatomer subunit gamma	SQ
AT3G49870.1	SQ	-0.22596649154777954	0.426581239301566	0.0917979520287565	0	1	-0.22596649154777954	-0.11991990106751392	0.426581239301566	0.22740170580161723	0.6525477308493455	Q8VY57	ADP-ribosylation factor-like protein 8a	SQ
AT2G32950.1	SQ	-0.2331248594115376	-0.00869690240776582	0.009381366437464431	1	1	-0.07260510856599549	-0.00869690240776582	-0.2331248594115376	-0.06153442835468614	0.22442795700377177	P43254	E3 ubiquitin-protein ligase COP1	SQ
AT1G63800.1	SQ	0.008572272689645739	0.27640830370748104	0.01963675099492844	0	1	0.008572272689645739	0.020768341459971227	0.27640830370748104	0.23440376456488757	0.2678360310178353	P42749	Ubiquitin-conjugating enzyme E2 5	SQ
AT2G05840.1	SQ	-0.14707289873953194	0.2543166910913614	0.03399330875499024	0	1	-0.14707289873953194	0.0065273581126778415	0.20099641162315435	0.2543166910913614	0.40138958983089335	O81147	Proteasome subunit alpha type-6-B	SQ
AT1G19450.1	SQ	-0.030154808516990206	0.4867497602089492	0.07594790228409191	1	3	0.03920312049896963	-0.030154808516990206	0.4716661040998962	0.4867497602089492	0.5169045687259395	Q93YP9	Sugar transporter ERD6-like 4	SQ
AT3G18820.1	SQ	0.005979234886468624	0.458321864632772	0.046797237464863445	0	1	0.04050768073885376	0.005979234886468624	0.458321864632772	0.30293028084775947	0.4523426297463034	Q9LS94	Ras-related protein RABG3f	SQ
AT4G17560.1	SQ	-0.2678508315172295	0.5465528870662286	0.1457603772101365	0	1	0.5465528870662286	0.37931289661716455	-0.08014262070283966	-0.2678508315172295	0.8144037185834581	Q8W463	50S ribosomal protein L19-1, chloroplastic	SQ
AT1G49040.1	SQ	-0.021067214932610427	0.049531267174747345	0.0010749104399263717	1	1	-0.021067214932610427	0.04585075893305888	0.049531267174747345	0.01537924474387699	0.07059848210735778	Q8RXA7	DENN domain and WD repeat-containing protein SCD1	SQ
AT1G69830.1	SQ	0.02445400629477282	0.25671295231436886	0.01358185703532059	0	1	0.04868109673454993	0.21414636701805517	0.25671295231436886	0.02445400629477282	0.23225894601959604	Q94A41	Alpha-amylase 3, chloroplastic	SQ
AT1G62180.1	SQ	-0.16855813646803652	0.38834724071620114	0.05608293487762944	0	1	0.38834724071620114	0.23614560678838273	0.21029674021615513	-0.16855813646803652	0.5569053771842376	P92981	5'-adenylylsulfate reductase 2, chloroplastic	SQ
AT1G56500.1	SQ	0.1009067846817923	0.4346663495737452	0.022074082307851215	0	1	0.1009067846817923	0.1737049927249456	0.4346663495737452	0.31494252255340727	0.3337595648919529	Q8VZ10	Protein SUPPRESSOR OF QUENCHING 1, chloroplastic	SQ
AT3G22110.1	SQ	-0.05312228391180853	0.08949591022801257	0.00447820238186345	1	1	-0.002208204565813984	0.08949591022801257	-0.05172336329408127	-0.05312228391180853	0.1426181941398211	O81148	Proteasome subunit alpha type-4-A	SQ
AT5G34940.2	SQ	0.03532543175278334	0.6023569126439758	0.08136275724394722	0	5	0.03532543175278334	0.04000362146598546	0.6023569126439758	0.4308094018524184	0.5670314808911925	Q9FZP1	Heparanase-like protein 3	SQ
AT1G62020.1	SQ	0.023424681769691126	0.14196194106365562	0.002688952160529546	1	1	0.05287265798936283	0.09720625919873864	0.14196194106365562	0.023424681769691126	0.1185372592939645	Q94A40	Coatomer subunit alpha-1	SQ
AT4G14455.1	SQ	-0.7946854677483313	0.6743726915201345	0.3876560118217817	0	3	0.05939704533595346	-0.7946854677483313	0.29459879573981207	0.6743726915201345	1.4690581592684657	Q94CG2	Bet1-like SNARE 1-2	SQ
AT1G53580.1	SQ	0.051471359407072995	0.31077828749191816	0.015629510416425452	0	1	0.15142428460913962	0.051471359407072995	0.30125237644005476	0.31077828749191816	0.2593069280848452	Q9C8L4	Persulfide dioxygenase ETHE1 homolog, mitochondrial	SQ
AT2G18740.1	SQ	-1.0789884196158468	0.4341015282691314	0.5001436814548191	0	4	0.16987045823741803	0.3504223805040411	-1.0789884196158468	0.4341015282691314	1.5130899478849782	Q9ZV45	Small nuclear ribonucleoprotein E	SQ
AT3G60150.1	SQ	-0.12588655375930902	0.36765346756257505	0.06765221830849498	0	1	-0.12588655375930902	0.3552533392291175	0.36765346756257505	-0.04470423658854139	0.49354002132188407	Q682I4	NADH dehydrogenase ubiquinone 1 alpha subcomplex assembly factor-like protein (DUF498/DUF598)	SQ
AT5G23330.1	SQ	-0.16661937806230834	0.8376115916349072	0.22778851538738806	0	2	0.8376115916349072	-0.16661937806230834	0.6003311686883948	0.0036677771005160175	1.0042309696972156	Q9FMW8	FAD synthetase 1, chloroplastic	SQ
AT4G01970.1	SQ	0.15454961530448116	0.2806940286367959	0.002949042056319264	0	1	0.25280525085746397	0.23870702078849843	0.15454961530448116	0.2806940286367959	0.12614441333231471	Q9SYJ4	Probable galactinol--sucrose galactosyltransferase 4	SQ
AT3G52730.1	SQ	-0.07092090097474064	0.5776910767044054	0.09396888465554075	0	3	-0.07092090097474064	-0.04456900087241504	0.28251149076073984	0.5776910767044054	0.6486119776791461	Q9LXJ2	Ubiquinol--cytochrome-c reductase-like protein	SQ
AT5G21430.1	SQ	0.29324972621445106	1.0545350666796047	0.1050350645409659	0	6	0.29324972621445106	0.5040067981577414	1.0545350666796047	0.5271767615222327	0.7612853404651536	Q84VQ4	NAD(P)H-quinone oxidoreductase subunit U, chloroplastic	SQ
AT2G07689.1	SQ	-0.5711186025107622	0.5406534180881566	0.2361734463578411	0	3	-0.01998424617405339	-0.5711186025107622	0.3305292184422274	0.5406534180881566	1.1117720205989188	Q3EC49	NADH-Ubiquinone/plastoquinone (Complex I) protein	SQ
AT1G71500.1	SQ	0.19047472688426845	0.43795227101893625	0.012421218639622034	0	1	0.21954251026611946	0.25285662738530035	0.43795227101893625	0.19047472688426845	0.2474775441346678	Q9C9I7	Rieske (2Fe-2S) domain-containing protein	SQ
AT2G33040.1	SQ	-0.3042425916247599	0.609732652712743	0.14269467035244346	0	3	0.19427559085704835	-0.3042425916247599	0.27769678096547606	0.609732652712743	0.9139752443375029	Q96250	ATP synthase subunit gamma, mitochondrial	SQ
AT2G28720.1	SQ	-0.3908080042765091	0.21914104975497256	0.07730953622228721	1	1	-0.31183997169940264	-0.3908080042765091	-0.28690446880103554	0.21914104975497256	0.6099490540314816	Q9SI96	Histone H2B.3	SQ
ATCG01090.1	SQ	0.0901791908074798	0.7183106983833482	0.10063117555076491	0	6	0.0901791908074798	0.1852264621153608	0.7183106983833482	0.6424504676445506	0.6281315075758683	P56755	NAD(P)H-quinone oxidoreductase subunit I, chloroplastic	SQ
AT5G50850.1	SQ	-0.08237394716842299	0.2201737758111133	0.02007304956250981	0	1	-0.08237394716842299	0.06044528486530379	0.2201737758111133	0.2046646881044796	0.3025477229795363	Q38799	Pyruvate dehydrogenase E1 component subunit beta-1, mitochondrial	SQ
AT3G01400.1	SQ	-0.534649099590351	0.4329872803243572	0.17463257166541415	0	1	0.4329872803243572	0.09071888264621715	0.2340638621499988	-0.534649099590351	0.9676363799147082	Q9SGH8	ARM repeat superfamily protein	SQ
AT5G59840.1	SQ	-0.20114144880597812	0.48404288567796844	0.08715188334714025	0	3	0.034937295725562756	-0.20114144880597812	0.2657522006393713	0.48404288567796844	0.6851843344839466	Q9FJF1	Putative GTP-binding protein ara-3	SQ
AT1G16720.1	SQ	0.10390226700459748	0.6069174710348109	0.04518047364099728	0	5	0.35109005974520363	0.2443230285269013	0.6069174710348109	0.10390226700459748	0.5030152040302134	Q8W4D6	Protein HIGH CHLOROPHYLL FLUORESCENCE PHENOTYPE 173, chloroplastic	SQ
AT1G75220.1	SQ	-0.006209112343894734	0.4666226894564701	0.041536761611570355	1	1	-0.006209112343894734	0.10809326870934018	0.4666226894564701	0.25151504713061906	0.4728318018003648	Q9FRL3	Sugar transporter ERD6-like 6	SQ
AT2G43650.1	SQ	-0.3748791167214744	-0.1021252091923752	0.013564023750169333	1	1	-0.2157382612379992	-0.1661143939343296	-0.3748791167214744	-0.1021252091923752	0.2727539075290992	Q8L3P4	Sas10/U3 ribonucleoprotein (Utp) family protein	SQ
AT4G30330.1	SQ	-0.5108816937843436	0.8817127034935222	0.3682885086742654	0	3	-0.20086870865058062	0.2749167941338744	-0.5108816937843436	0.8817127034935222	1.3925943972778656	Q8LAK5	Small nuclear ribonucleoprotein E	SQ
AT3G46460.1	SQ	0.01796831102844246	0.22653940407754738	0.008876903769608575	0	1	0.200011376397574	0.22653940407754738	0.18181704379858335	0.01796831102844246	0.20857109304910493	Q42541	Ubiquitin-conjugating enzyme E2 13	SQ
AT5G27350.1	SQ	-0.29295342909835775	0.9692540219671445	0.41493779128349534	0	6	-0.29295342909835775	-0.1600736560617475	0.7860732690439274	0.9692540219671445	1.2622074510655024	Q94CI7	Sugar transporter ERD6-like 17	SQ
AT5G17520.1	SQ	-0.1477979950012785	0.48403159118049854	0.08605094173139484	0	1	0.2717815275616761	0.48403159118049854	-0.1477979950012785	0.46442034420218775	0.6318295861817771	Q9LF50	Maltose excess protein 1, chloroplastic	SQ
AT2G32850.2	SQ	-0.039412300194735836	0.1640773215320801	0.007236779365144902	1	1	-0.039412300194735836	0.03857703211069554	0.08339929789234925	0.1640773215320801	0.20348962172681595	Q8H0Z0	Protein kinase superfamily protein	SQ
AT1G47830.1	SQ	-0.395687522627134	0.22942688700957278	0.08725019279638546	0	1	0.22942688700957278	-0.395687522627134	0.09688309723876164	0.22117818874298237	0.6251144096367068	Q84WL9	AP-2 complex subunit sigma	SQ
AT3G48430.1	SQ	-0.2565436155233454	-0.12311724521790571	0.0035979118426148343	1	1	-0.21814687892298656	-0.15671904286300203	-0.2565436155233454	-0.12311724521790571	0.13342637030543972	Q9STM3	Lysine-specific demethylase REF6	SQ
